0.021428571	0
0.064285714	0
0.107142857	0.000002
0.15	0.000017
0.192857143	0.000089
0.235714286	0.000313
0.278571429	0.000926
0.321428571	0.002105
0.364285714	0.00419
0.407142857	0.007237
0.45	0.010994
0.492857143	0.016349
0.535714286	0.022143
0.578571429	0.028472
0.621428571	0.035726
0.664285714	0.04332
0.707142857	0.05109
0.75	0.060346
0.792857143	0.068869
0.835714286	0.077842
0.878571429	0.088505
0.921428571	0.096751
0.964285714	0.108235
1.007142857	0.117985
1.05	0.12868
1.092857143	0.139562
1.135714286	0.15094
1.178571429	0.162418
1.221428571	0.173396
1.264285714	0.184312
1.307142857	0.198584
1.35	0.210337
1.392857143	0.223307
1.435714286	0.234968
1.478571429	0.247382
1.521428571	0.258292
1.564285714	0.273794
1.607142857	0.284593
1.65	0.300854
1.692857143	0.312564
1.735714286	0.324731
1.778571429	0.337038
1.821428571	0.352394
1.864285714	0.366185
1.907142857	0.379484
1.95	0.393856
1.992857143	0.407155
2.035714286	0.423374
2.078571429	0.4357
2.121428571	0.450286
2.164285714	0.463937
2.207142857	0.47738
2.25	0.490937
2.292857143	0.508694
2.335714286	0.523798
2.378571429	0.535321
2.421428571	0.548442
2.464285714	0.56605
2.507142857	0.582951
2.55	0.59571
2.592857143	0.613282
2.635714286	0.625914
2.678571429	0.640151
2.721428571	0.655926
2.764285714	0.669635
2.807142857	0.688263
2.85	0.703808
2.892857143	0.72259
2.935714286	0.736172
2.978571429	0.752551
3.021428571	0.766791
3.064285714	0.781768
3.107142857	0.794325
3.15	0.813665
3.192857143	0.833181
3.235714286	0.847894
3.278571429	0.864703
3.321428571	0.881631
3.364285714	0.897009
3.407142857	0.911274
3.45	0.926544
3.492857143	0.94765
3.535714286	0.961188
3.578571429	0.971908
3.621428571	0.984896
3.664285714	0.999141
3.707142857	1
3.75	0.974553
3.792857143	0.951986
3.835714286	0.919763
3.878571429	0.886406
3.921428571	0.85632
3.964285714	0.825488
4.007142857	0.790535
4.05	0.769633
4.092857143	0.741077
4.135714286	0.720692
4.178571429	0.693464
4.221428571	0.668521
4.264285714	0.651278
4.307142857	0.633605
4.35	0.610231
4.392857143	0.590916
4.435714286	0.5717
4.478571429	0.554994
4.521428571	0.531744
4.564285714	0.516198
4.607142857	0.497284
4.65	0.476069
4.692857143	0.46203
4.735714286	0.441899
4.778571429	0.424216
4.821428571	0.402304
4.864285714	0.382009
4.907142857	0.365658
4.95	0.3442
4.992857143	0.326761
5.035714286	0.304514
5.078571429	0.286583
5.121428571	0.262187
5.164285714	0.243291
5.207142857	0.219129
5.25	0.196861
5.292857143	0.175062
5.335714286	0.150413
5.378571429	0.129965
5.421428571	0.106307
5.464285714	0.083337
5.507142857	0.062887
5.55	0.044184
5.592857143	0.028665
5.635714286	0.016263
5.678571429	0.007522
5.721428571	0.003
5.764285714	0.001091
5.807142857	0.000301
5.85	0.000097
5.892857143	0.000022
5.935714286	0
5.978571429	0
